gene,U_statistic_MWU,p_value_MWU,FDR,hbNeutrophils,htNeutrophils,fold_change
NDUFB1,12436224,1.08314E-06,2.04773E-06,0.147911483,0.10359283,0.819207908
NDUFB10,12335586,1.68513E-06,3.11342E-06,0.068383285,0.031175401,0.775325316
NDUFB11,12163683,0.669678343,0.68910669,0.021457453,0.023066982,1.013561696
NDUFB2,12206752.5,0.060112083,0.069516442,0.03275772,0.023980385,0.932472822
NDUFB3,12477071.5,1.66244E-08,3.84555E-08,0.168312525,0.099248054,0.739906466
NDUFB4,12189932.5,0.238949513,0.260170017,0.038849339,0.034786221,0.970140352
NDUFB5,12116241,0.169928767,0.188133082,0.030503583,0.04726071,1.131193723
NDUFB6,12654459,3.68111E-17,1.72338E-16,0.159695925,0.055103295,0.592898787
NDUFB9,12052159.5,0.000112898,0.000169554,0.023914796,0.057443495,1.276777987
NDUFC1,12047151,0.000373029,0.000529502,0.031532633,0.063567229,1.248798549
NDUFC2,12251915,0.00093376,0.001280317,0.037907848,0.016843873,0.844123409
NDUFS1,12705946,4.41379E-19,2.35995E-18,0.157423878,0.06868784,0.651535079
NDUFS2,12270025,0.004142698,0.005338004,0.079936603,0.053450128,0.850495006
NDUFS5,12120466,0.133951315,0.149685776,0.019316496,0.030980136,1.10008184
NDUFS6,12145688.5,0.746010318,0.762916817,0.035073754,0.037994518,1.022077108
NDUFS7,12185825,0.20342824,0.223299541,0.021566776,0.022568802,1.00843518
NDUFS8,12451209.5,3.27131E-09,8.10445E-09,0.101135227,0.055530006,0.770088345
NDUFV2,11781021,8.80599E-20,4.93812E-19,0.043397962,0.161954588,1.843084372
NDUFV3,12443677,0.000166261,0.000244624,0.260860937,0.247349808,0.962268424
NEAT1,15124712.5,2.26345E-83,7.27936E-82,18.67564222,13.87369751,0.744208235
NEB,12578520.5,9.34609E-15,3.68331E-14,0.122890074,0.056778586,0.699649701
NEBL,12220944.5,0.001255486,0.001698217,0.025559877,0.005849957,0.839475385
NECAP1,11897842,7.09605E-07,1.37502E-06,0.08850271,0.197327636,1.58593949
NECAP2,12151307.5,0.935658349,0.939801808,0.06965302,0.084013681,1.086055082
NECTIN1,12266867,1.07173E-05,1.81194E-05,0.027541022,0.007134207,0.836438712
NEDD4,12222605.5,0.004918271,0.006300621,0.021177818,0.015037356,0.948139018
NEDD8,12494864.5,1.44434E-08,3.35455E-08,0.1678927,0.116561821,0.806384222
NEDD9,12887859.5,4.13944E-16,1.80556E-15,0.42681836,0.311646634,0.780224619
NEGR1,12227883,0.005955608,0.007572117,0.025260781,0.018255252,0.942805144
NEIL1,12321389.5,7.39415E-05,0.000113784,0.067330256,0.048553126,0.88589132
NEIL3,12241280,0.014130908,0.017339735,0.073694515,0.051374865,0.869413915
NEK10,12623527.5,8.21528E-23,5.47199E-22,0.097723365,0.011640933,0.558433646
NEK5,12325091.5,3.74489E-06,6.65372E-06,0.054133574,0.025756033,0.812513902
NEK6,12216341.5,0.014091289,0.017293581,0.035286592,0.015690338,0.852116158
NEK7,12305358.5,0.005909562,0.00751801,0.127731495,0.120952748,0.969866347
NEK8,12707044,4.42422E-22,2.83723E-21,0.140478959,0.040157953,0.577957374
NEK9,12337534,0.000238467,0.000345088,0.097596608,0.076548016,0.891959404
NELFB,12227148,0.009451644,0.011802914,0.035249358,0.018230886,0.871533384
NELFCD,12571689.5,2.45798E-18,1.24546E-17,0.097196124,0.023688334,0.621913685
NELFE,12032655,0.001808788,0.00240883,0.058651893,0.095423502,1.23590231
NEMF,12455092.5,3.71502E-07,7.4137E-07,0.195917062,0.126148408,0.761996744
NEU1,12060100.5,0.057385785,0.066551142,0.098516162,0.15435783,1.285283896
NF1,12553932,3.38211E-13,1.18353E-12,0.129832276,0.064656107,0.712952149
NFAM1,13574749.5,1.28484E-44,1.98815E-43,0.64727897,0.305351281,0.540730583
NFASC,12769650,1.29202E-22,8.50719E-22,0.174867861,0.064161528,0.593129628
NFAT5,12312076,0.001375902,0.001852664,0.092813713,0.083599287,0.951512779
NFATC1,12174008,0.438201685,0.462340595,0.027266021,0.027798871,1.004280239
NFATC2IP,13298687,1.09523E-42,1.62755E-41,0.345141906,0.13602527,0.527277347
NFATC3,12560588,1.62951E-15,6.80464E-15,0.132740099,0.040049192,0.596934075
NFE2,13340197.5,2.89099E-55,6.10722E-54,0.326700296,0.045365177,0.336356117
NFE2L1,12259820,0.000452793,0.00063758,0.0394064,0.023006289,0.879967806
NFE2L2,9450704,1.0333E-258,1.22E-256,0.121297589,0.979157259,4.925733781
NFE4,12309942.5,0.001785974,0.00237955,0.125610802,0.087463665,0.828810194
NFIC,12584879.5,1.19345E-16,5.40535E-16,0.13755861,0.040125229,0.585006911
NFIL3,11951194.5,0.001075146,0.001464162,0.165804441,0.260398789,1.359634704
NFKB1,11354261.5,3.83337E-40,5.32043E-39,0.113082522,0.399268182,2.360799153
NFKB2,11800241,3.06494E-08,6.87219E-08,0.140255981,0.291953332,1.638778102
NFKBIA,6195613,0,0,1.400595761,10.25823543,6.913686519
NFKBIB,12496497.5,3.96429E-09,9.74841E-09,0.144990469,0.093477103,0.787323799
NFKBID,12051334.5,0.097107921,0.110084594,0.141247724,0.227020582,1.359676465
NFKBIE,11448067,7.3583E-86,2.43928E-84,0.014111614,0.236655929,2.998850541
NFKBIZ,8101228,0,0,0.111539975,2.368915965,11.81302577
NFRKB,12171763,0.437734236,0.46190394,0.021065456,0.020034448,0.991284072
NFX1,12174998.5,0.620440915,0.640966109,0.056484092,0.07545471,1.123419344
NFXL1,12292970.5,7.58704E-08,1.63237E-07,0.042365301,0.00254697,0.714747626
NFYA,12081092.5,0.022373155,0.026988694,0.037029312,0.066533114,1.219761324
NFYB,12308775.5,1.74842E-05,2.88469E-05,0.054523496,0.025867564,0.81116109
NFYC,12380562.5,4.20734E-05,6.65255E-05,0.137379845,0.102966937,0.853315149
NGLY1,12269040.5,0.005455365,0.006961769,0.078647256,0.065144525,0.923224009
NGRN,12317174,6.53369E-06,1.13103E-05,0.048573556,0.023806802,0.83012978
NHLRC3,12295611,4.10859E-07,8.16319E-07,0.03231091,0.005740718,0.794880906
NHS,12229410,0.001243564,0.001682897,0.02916033,0.009219535,0.842221645
NHSL2,12708095.5,1.59448E-18,8.19978E-18,0.207803003,0.074270206,0.562227071
NIN,12703626,8.49171E-14,3.12244E-13,0.294375697,0.166821784,0.674275184
NINJ1,11024713.5,1.96681E-19,1.07974E-18,1.005776731,1.86496846,1.778958064
NINJ2,12159055.5,0.922904129,0.928276729,0.102208634,0.102039061,0.999149722
NIP7,12253397.5,0.003215076,0.004186544,0.046746508,0.032310573,0.899730288
NIPA2,12231288,0.044609852,0.052205338,0.065004532,0.060774035,0.973922697
NIPAL1,12256800.5,0.000161447,0.000237987,0.031559497,0.013303396,0.858242514
NIPAL2,12453061,3.90271E-14,1.47662E-13,0.064309117,0.014450011,0.691339195
NIPAL3,12389533.5,8.47863E-12,2.63912E-11,0.050408968,0.006866984,0.705067052
NIPBL,12621543,1.44818E-10,4.0316E-10,0.295099986,0.199719334,0.756883275
NIPSNAP2,12163554,0.721937559,0.739526957,0.027551113,0.039169561,1.093114708
NISCH,12232945,0.004422929,0.005682949,0.03070356,0.023705399,0.945296129
NIT1,12374218,1.17808E-07,2.48139E-07,0.068963543,0.030600649,0.769159764
NIT2,12223382.5,0.010153736,0.012635728,0.025366766,0.019233714,0.949971552
NKAP,12822147,4.14667E-23,2.7922E-22,0.228507048,0.085749346,0.561732082
NKAPD1,12543258,4.50686E-14,1.69775E-13,0.114291764,0.051853054,0.704804254
NKD1,12283407.5,1.75883E-05,2.90076E-05,0.033731054,0.014816498,0.855565107
NKIRAS2,12597493.5,8.62146E-15,3.40552E-14,0.14360188,0.065121066,0.674118742
NKPD1,12421296,5.84522E-13,2.00613E-12,0.052762162,0.009143533,0.709183344
NKTR,12498534.5,8.87469E-09,2.10835E-08,0.16464298,0.108373398,0.785121944
NKX3-1,12247592,0.000130133,0.00019432,0.04589481,0.007685421,0.733024284
NLN,12593429.5,3.19889E-15,1.30669E-14,0.129075719,0.057918314,0.685561971
NLRC4,12119572.5,0.228612772,0.249482588,0.035134542,0.048491905,1.100917622
NLRC5,12358789.5,3.00263E-05,4.81393E-05,0.109781019,0.067286899,0.794719904
NLRP1,12842722.5,9.8725E-22,6.18395E-21,0.267654054,0.129527767,0.621445894
NLRP12,13437351,5.14811E-51,9.79505E-50,0.382907156,0.10783476,0.427089686
NLRP3,11850884,3.06516E-24,2.21076E-23,0.024699291,0.152984259,2.052173116
NLRP8,12435190.5,9.76751E-11,2.7602E-10,0.080457393,0.033795302,0.737384144
NLRX1,12341028,5.69718E-09,1.3801E-08,0.052418882,0.010253684,0.718228843
NMD3,12416222,1.18408E-10,3.3232E-10,0.070860633,0.023327622,0.717208766
NME2,12177208,0.479988954,0.50365532,0.036351599,0.046345118,1.074815153
NME6,13015612,4.3365E-27,3.65717E-26,0.341321111,0.152815802,0.570158062
NME7,12163204,0.737113826,0.754445324,0.024462625,0.028457495,1.032829019
NMI,13096836.5,8.14957E-31,8.12977E-30,0.393946064,0.157429489,0.518463489
NMNAT1,13203777,6.48755E-36,7.74463E-35,0.335629638,0.143383456,0.555863856
NMRAL1,12411263,1.09827E-12,3.67611E-12,0.058730473,0.006777971,0.666875056
NMRK1,12222402,0.005990302,0.007615105,0.028825984,0.013085569,0.875126133
NMT1,12220229,0.010072057,0.012541326,0.028221065,0.016414021,0.905879173
NMT2,12737880,2.67743E-19,1.45687E-18,0.182238751,0.079222679,0.631378867
NNT,12451541.5,3.72708E-10,1.00701E-09,0.092206052,0.042565089,0.737946416
NNT-AS1,12337619,1.4716E-07,3.06001E-07,0.046741996,0.018500352,0.803831876
NOC2L,12408818.5,1.37171E-10,3.82986E-10,0.060796114,0.022174816,0.755593343
NOCT,12556797,8.8494E-17,4.04417E-16,0.102922237,0.022841699,0.599890931
NOD2,12132335.5,0.537798051,0.5606291,0.061238296,0.07805813,1.106143719
NOL12,12290740.5,5.36738E-05,8.39591E-05,0.047940915,0.02900907,0.869584358
NOL4L,12269253,9.64049E-05,0.000146185,0.038514235,0.018314717,0.851188286
NOL7,11989395.5,2.96287E-08,6.65891E-08,0.029112185,0.076303735,1.373537891
NOL9,12330558,4.07194E-07,8.09412E-07,0.046910361,0.018483676,0.802777218
NOM1,12574600.5,3.78198E-16,1.6555E-15,0.113521662,0.037788159,0.640641181
NONO,12245235.5,0.080695324,0.092194194,0.151117507,0.125927115,0.898565736
NOP10,11100391,2.75633E-24,1.99637E-23,0.52456303,1.005085687,1.772808411
NOP53,12331475.5,2.50044E-06,4.53426E-06,0.057235678,0.030138276,0.824567101
NORAD,12482256,2.19208E-09,5.53575E-09,0.153540536,0.084154038,0.723300784
NOS1,12403882.5,4.46205E-10,1.1951E-09,0.061944928,0.023462307,0.758228614
NOSIP,12451193.5,4.05469E-11,1.18909E-10,0.091845556,0.030418091,0.675107441
NOSTRIN,12275158,4.17664E-06,7.37674E-06,0.026480007,0.00490253,0.82557247
NOTCH1,13220559.5,9.07365E-36,1.08019E-34,0.43449412,0.150894206,0.466635386
NOTCH2,12546261,1.89685E-12,6.22105E-12,0.147996872,0.068710144,0.676672889
NOTCH3,12381279.5,1.37044E-09,3.52487E-09,0.056027618,0.019781792,0.763488952
NOTCH4,12498541.5,5.97902E-14,2.22605E-13,0.089391584,0.033784922,0.702026476
NOV,12327190,1.24006E-07,2.6043E-07,0.056519665,0.017754855,0.747861639
NOX4,12349730,4.91293E-09,1.19854E-08,0.04700766,0.011345249,0.752743057
NPAT,12532524,3.84995E-13,1.33963E-12,0.109741569,0.05276814,0.72472096
NPC1,12149999,0.898845277,0.906205105,0.048777209,0.08053624,1.217525016
NPC2,11680759.5,6.82274E-11,1.95952E-10,0.231996413,0.447928873,1.655889193
NPEPL1,12253366,0.000370264,0.000526097,0.041865484,0.015897845,0.813303361
NPEPPS,13564695.5,2.01431E-49,3.63969E-48,0.503210559,0.180596475,0.462699485
NPFFR1,12875297,7.25985E-30,6.96025E-29,0.18593222,0.04016227,0.485196983
NPHP1,12617797,3.9482E-20,2.2611E-19,0.108685952,0.021645008,0.577287458
NPHP3,12588268,5.1072E-16,2.2109E-15,0.121818026,0.048510338,0.665326733
NPHS1,12421260.5,9.46976E-11,2.68068E-10,0.069795671,0.026370796,0.740002263
NPIPB5,12227107,0.028014101,0.033428428,0.038242549,0.037440663,0.994080583
NPL,12402041.5,0.001752552,0.002336103,0.356729537,0.316400487,0.911160506
NPLOC4,12315644.5,9.16101E-06,1.56137E-05,0.054859067,0.028374767,0.825856961
NPM1,11916184.5,3.08137E-10,8.37803E-10,0.04608432,0.141251294,1.664069059
NPRL2,12224621,0.001165156,0.001580248,0.025174445,0.010557977,0.880583414
NPTN,12225667.5,0.227135893,0.247996486,0.155379616,0.158881002,1.01386116
NQO2,13138756,2.38285E-33,2.67419E-32,0.389572887,0.130483787,0.467768132
NR1H2,12211915.5,0.263824796,0.285594815,0.11951274,0.116752912,0.987266482
NR1I3,12263548,8.0553E-05,0.000123341,0.029627426,0.012880751,0.86798253
NR2C2,12232560.5,0.036396565,0.042943462,0.055221174,0.047558505,0.949735096
NR3C1,12571488.5,9.77282E-09,2.31343E-08,0.277663628,0.206122624,0.809167074
NR4A2,9980465,0,0,0.008974662,1.106268282,11.33241004
NR4A3,9670604,0,0,0.002306481,0.91334845,10.15334765
NR6A1,12235993.5,0.00164108,0.002193281,0.028602524,0.013028164,0.876224073
NRAS,12050489.5,0.000184779,0.000270761,0.027622021,0.063522493,1.287556766
NRBF2,13235008,1.18362E-27,1.02529E-26,0.62081816,0.342573784,0.612496054
NRBP1,12429384.5,8.99171E-08,1.91641E-07,0.116246522,0.075589918,0.809545117
NRDC,12526004,1.37914E-08,3.21004E-08,0.229432616,0.146827296,0.747119203
NRDE2,12631054,2.67515E-12,8.67787E-12,0.189747372,0.126006374,0.777884186
NRF1,12193855,0.127206177,0.14259202,0.029509085,0.024245944,0.958470835
NRG4,12265108,0.000146005,0.000216558,0.030700762,0.015089134,0.877962931
NRGN,12446910.5,1.91184E-15,7.94511E-15,0.105621073,0.00281765,0.493193739
NRIP2,12273550.5,0.000219343,0.000318806,0.036426213,0.019382083,0.872472614
NRIP3,11949349.5,7.15458E-26,5.69393E-25,0.003239246,0.078043974,1.744594026
NRK,12273890,1.46461E-05,2.43932E-05,0.026933334,0.009272511,0.857755105
NRP1,12236715,0.000979573,0.001338875,0.024484493,0.012290433,0.899809724
NRP2,12953237.5,3.44722E-32,3.67263E-31,0.205797539,0.057610047,0.510967993
NSD1,12377645.5,1.98021E-09,5.02279E-09,0.07048235,0.016643903,0.678972942
NSD2,12420972.5,2.45835E-10,6.74577E-10,0.069922846,0.028686799,0.75329528
NSD3,12679844,1.3344E-18,6.89108E-18,0.186952286,0.071401691,0.593384867
NSF,12204991,0.041099889,0.048235287,0.025095936,0.016712678,0.931464797
NSFL1C,13210404.5,3.54191E-38,4.65362E-37,0.440136463,0.13352221,0.429407315
NSL1,12274247,7.42758E-05,0.000114216,0.039801962,0.020692634,0.860542822
NSMAF,11457511.5,7.06505E-27,5.89484E-26,0.178978333,0.514760526,2.215708581
NSMCE2,11994422.5,4.44903E-06,7.83215E-06,0.035795758,0.092450257,1.425908704
NSRP1,12174477,0.655933645,0.675931622,0.093602018,0.102915986,1.048808554
NSUN3,12307461,1.4476E-06,2.69538E-06,0.044018088,0.022035706,0.844364389
NSUN4,12342282,4.13005E-06,7.29894E-06,0.059278178,0.037722463,0.862266188
NSUN5,12310068,6.87228E-06,1.18607E-05,0.046616285,0.024261649,0.844587672
NSUN7,12186951,0.128528765,0.143962238,0.022093435,0.015541245,0.94508631
NT5C2,12651156,6.48164E-10,1.71471E-09,0.302551546,0.226767819,0.810434563
NT5C3A,12686009,2.1862E-18,1.11036E-17,0.211130031,0.076394457,0.563049844
NT5C3B,12279484.5,7.90915E-06,1.35525E-05,0.030142802,0.008172418,0.82750378
NT5DC3,12235329.5,0.001128289,0.001531935,0.022322121,0.01168126,0.910989884
NTAN1,12210255,0.039932329,0.046922528,0.028436034,0.020304269,0.935287854
NTMT1,12395537.5,1.50466E-08,3.48902E-08,0.068978132,0.040706733,0.829898042
NTN5,12306987,2.67157E-06,4.81977E-06,0.041347807,0.01521631,0.811423424
NTNG2,12300546,7.25644E-05,0.000111784,0.06860142,0.035599804,0.800986423
NTRK3,12278438,6.27365E-06,1.08776E-05,0.030282796,0.008247675,0.827185455
NUAK2,12958697.5,7.58211E-39,1.01792E-37,0.19762887,0.019251382,0.395029913
NUB1,12501173.5,1.44433E-09,3.70716E-09,0.203838604,0.101938125,0.6615312
NUBP2,12286332,7.65887E-07,1.47512E-06,0.03292255,0.00614162,0.794225659
NUBPL,12527664.5,3.68707E-12,1.18093E-11,0.116461313,0.061146924,0.741141538
NUCB1,12159060.5,0.916214878,0.922745505,0.074630494,0.080832337,1.036087641
NUCB2,12282783,0.001040486,0.001419653,0.064811376,0.046563489,0.887383679
NUCKS1,12134779.5,0.389547453,0.413741158,0.023800872,0.030577122,1.055990312
NUDC,12649326.5,4.47352E-18,2.22232E-17,0.14373038,0.060735921,0.655560212
NUDT14,12206251.5,0.037213001,0.043852729,0.022304722,0.014708375,0.936447799
NUDT16,12442437.5,2.41214E-11,7.22134E-11,0.104599489,0.029853076,0.629645606
NUDT16L1,12270617.5,3.80188E-05,6.02693E-05,0.043522991,0.01062801,0.766283762
NUDT21,12401716,3.02437E-09,7.52512E-09,0.07741249,0.030602973,0.731961089
NUDT22,12639479.5,7.25051E-18,3.54868E-17,0.137463697,0.053388575,0.64175825
NUDT3,12888824.5,3.94578E-23,2.66735E-22,0.294150932,0.120487531,0.556274175
NUDT4,12480865,1.01786E-09,2.64882E-09,0.128452314,0.072315805,0.751252688
NUDT5,12360869.5,1.70152E-06,3.14034E-06,0.092323332,0.045634931,0.753685432
NUFIP2,12288040,0.014369918,0.017620476,0.147708587,0.121993958,0.895013673
NUGGC,12338112,1.02621E-07,2.1748E-07,0.04638988,0.016871442,0.794460476
NUMA1,12530211,1.18552E-12,3.9528E-12,0.122021781,0.057176444,0.704235222
NUMB,13233011,6.08798E-24,4.3187E-23,0.743858968,0.47805959,0.683979797
NUMBL,12867624,2.04363E-29,1.91457E-28,0.179500683,0.047765167,0.523948275
NUP107,12435860.5,2.03178E-09,5.14452E-09,0.089781308,0.042485181,0.747087431
NUP153,12420823,4.23201E-10,1.13702E-09,0.085615779,0.034767967,0.721900432
NUP155,12277558.5,8.35797E-05,0.000127726,0.035898204,0.017093119,0.858738748
NUP160,12271976,0.000255048,0.000367725,0.039050738,0.025782763,0.902638425
NUP188,12410294.5,1.25814E-08,2.93953E-08,0.081738869,0.036188138,0.7454746
NUP214,13556712,1.04507E-53,2.13447E-52,0.478953136,0.151246362,0.431240064
NUP43,12273979.5,1.44312E-05,2.40445E-05,0.034109851,0.008395939,0.804210354
NUP50,13287335.5,1.0102E-46,1.65845E-45,0.358773469,0.082765259,0.394716184
NUP50-AS1,12583966,3.59322E-17,1.68315E-16,0.114059963,0.032915211,0.615945543
NUP58,11691782.5,2.36451E-19,1.29313E-18,0.077704305,0.237522106,1.913616097
NUP62,12483252.5,3.38828E-12,1.08766E-11,0.097396965,0.041607131,0.71334187
NUP88,12499483.5,7.52296E-14,2.77808E-13,0.087234088,0.029115599,0.684923972
NUP93,12409430.5,7.09338E-09,1.70253E-08,0.087518371,0.032890961,0.704305775
NUP98,11987630.5,0.002066774,0.002740121,0.120390297,0.188646793,1.313657376
NUPR1,12411162.5,5.05394E-09,1.23051E-08,0.081032011,0.039809564,0.768746512
NUTM2B-AS1,12316349,2.10867E-05,3.44543E-05,0.057692169,0.03481505,0.852326323
NWD1,12964534,1.13383E-28,1.02222E-27,0.230245908,0.092733452,0.580076736
NXF1,11945450,2.23619E-05,3.64412E-05,0.096983894,0.196419419,1.512004174
NXPE3,13064566.5,1.81085E-33,2.04023E-32,0.2627716,0.095089477,0.534211322
NXT1,11824776,5.06548E-45,7.9816E-44,0.006599528,0.10610585,1.958412936
NYAP2,12686494.5,4.34007E-19,2.32631E-18,0.156368481,0.062354381,0.629271727
OAF,12274621,0.00011184,0.000168166,0.035021981,0.01913858,0.879895498
OARD1,12216965,0.009906883,0.01234636,0.025273616,0.013286914,0.902147893
OAS1,12221164.5,0.017255928,0.021051499,0.033515333,0.018041527,0.881644315
OAS2,12115491,0.094992164,0.107799534,0.022506089,0.041651814,1.159906667
OAS3,12398431.5,6.43721E-07,1.25384E-06,0.094547899,0.071925241,0.882033837
OASL,12152177,0.944575905,0.947875157,0.053825985,0.069370475,1.102909213
OAT,12193320,0.187903771,0.207208624,0.036480085,0.041350049,1.036423307
OAZ1,17077622.5,2.4858E-236,2.6451E-234,4.765526993,1.891820201,0.409036884
OAZ2,15581276.5,9.9835E-175,6.9957E-173,1.482016469,0.237611998,0.212023706
OCIAD1,12230545.5,0.073448083,0.084271702,0.075650924,0.063073789,0.927247423
OCIAD2,12343697,7.4968E-08,1.61537E-07,0.05104245,0.014937583,0.756487475
ODF2L,12323312.5,1.12262E-06,2.11633E-06,0.049320842,0.02148245,0.810035683
ODF3B,12293327.5,4.66762E-06,8.19352E-06,0.051819478,0.015614004,0.757081992
OFD1,12169392.5,0.48713482,0.510718284,0.019528041,0.024194051,1.03996494
OGDH,12593681,2.6952E-16,1.19496E-15,0.12440159,0.045234414,0.64278951
OGFOD1,12444403,5.0137E-07,9.87954E-07,0.133629355,0.095987502,0.836945121
OGFOD3,12294694,1.04213E-06,1.97757E-06,0.032323222,0.008612709,0.816974728
OGFR,12552299.5,8.29631E-14,3.0545E-13,0.124391644,0.062321404,0.719920085
OGFRL1,13454933.5,1.2381E-38,1.65189E-37,0.655401568,0.285347059,0.508315604
OGG1,12444406,1.11132E-10,3.12818E-10,0.082119769,0.038196093,0.755087413
OGT,12340452.5,1.8994E-06,3.48614E-06,0.07558506,0.031716466,0.746144913
OIP5-AS1,12418227,5.92227E-09,1.43181E-08,0.090001256,0.040297707,0.734526159
OLAH,12564019,8.78163E-12,2.72949E-11,0.150580538,0.080876117,0.718712694
OLMALINC,12639310.5,1.79141E-20,1.04608E-19,0.12344851,0.030083818,0.576909388
OLR1,11200598.5,2.5776E-148,1.4811E-146,0.002248158,0.416169107,5.161151685
OMA1,12330010,3.18151E-07,6.38005E-07,0.054942751,0.015359777,0.73987198
ONECUT3,12316860,5.7477E-08,1.25289E-07,0.034591663,0.009189797,0.807293291
OPA3,13015359,2.28149E-25,1.76518E-24,0.301764871,0.160891536,0.64692462
OPLAH,12160121,0.802978726,0.816237014,0.020004235,0.025068924,1.043203463
OPRD1,12136777.5,0.568446787,0.590361502,0.02888832,0.048331343,1.154171621
OR10D3,12315599,2.18996E-07,4.45907E-07,0.037731592,0.012167554,0.810575192
OR10G3,12948059.5,4.03044E-28,3.54473E-27,0.235565697,0.100305577,0.593557417
OR10H1,12438644,7.38524E-13,2.50308E-12,0.06733033,0.014271104,0.677559052
OR10H5,12657526.5,2.05652E-19,1.12827E-18,0.136426907,0.04182446,0.595112929
OR10K2,12294389,2.51714E-05,4.07652E-05,0.04276569,0.021029685,0.844731982
OR11G2,12343808.5,4.13923E-09,1.01641E-08,0.043805891,0.008467154,0.749424722
OR1A1,12356574,9.95158E-09,2.35316E-08,0.049356469,0.013912785,0.758197283
OR1I1,12681150,1.33955E-19,7.42957E-19,0.144801067,0.048036138,0.600187212
OR2A25,12400463,1.59957E-07,3.31332E-07,0.088670269,0.050313296,0.793663013
OR2A5,12320691,1.78841E-07,3.67533E-07,0.038125053,0.012642885,0.811730729
OR2B11,12386790,1.37077E-08,3.19229E-08,0.065885597,0.031453526,0.788902923
OR2G6,12577367.5,5.43678E-20,3.09304E-19,0.092815225,0.017280398,0.602531448
OR2J2,12219140,0.112701713,0.127060309,0.060132095,0.058428844,0.98917586
OR2M4,12251024,0.000126049,0.000188516,0.023561986,0.0106553,0.893144641
